,User_ID,Activity_ID,No_of_attempts,Time_taken,Activity_score,Status,Act_Translanguage_Level
0,193,farm-poiki-video-1,1,295.1684631324711,1.3908777099894953,Pass,1.1954388549947477
1,193,who-wendy-demovideo-1,2,290.2950748677538,1.4385823569461589,Pass,1.3170106059704532
2,193,who-wendy-book-2,1,309.1440183000089,1.5036347236576106,Pass,1.410322664814032
3,193,feelings-memory-1,1,313.144961599101,1.4817329508079267,Pass,1.4460278078109794
4,193,farm-wendy-simulation-2,2,305.5323807819489,1.380089514360262,Pass,1.4130586610856208
5,193,farm-poiki-book-1,1,311.82381554905373,1.398149144206477,Pass,1.405603902646049
6,193,fruits-yasmin-flashcards-1,2,305.2534160873549,1.142100480109116,Pass,1.2738521913775824
7,193,yho-yasmin-tracing-1,1,317.74096576784785,1.0840306660245733,Pass,1.1789414287010778
8,193,who-wendy-book-2,1,308.82709332897076,1.0752145759847602,Pass,1.127078002342919
9,193,desertanimals-memory-1,2,293.8137985362869,1.414513160831596,Pass,1.2707955815872576
0,194,lab-kevin-game-1,2,269.17398481071933,0.5605090885340561,Pass,0.7802545442670281
1,194,alphabet-poiki-tracing-1,2,265.8407240645739,0.6837605930339127,Pass,0.7320075686504703
2,194,insects-roulette-1,1,280.52938747224863,0.333028667370702,Pass,0.5325181180105862
3,194,country-yasmin-videoclip-1,1,285.05722371513264,0.4390716268709389,Pass,0.4857948724407626
4,194,farm-wendy-simulation-2,2,263.2940493101624,0.5991003214726649,Pass,0.5424475969567137
5,194,lab-wendy-shapes-1,2,263.82509324853385,0.2202357958188801,Pass,0.3813416963877969
6,194,shapes-poiki-sequence-1,2,264.7020542185084,0.5540456168194097,Pass,0.4676936566036033
7,194,farm-poiki-video-1,1,272.4668052489139,0.45597955914048816,Pass,0.4618366078720457
8,194,farm-poiki-video-2,3,254.28851402452983,0.6645846083745168,Pass,0.5632106081232813
9,194,farm-poiki-video-1,2,268.9402239784683,0.6187406130099384,Pass,0.5909756105666099
0,195,beach-bingo-1,1,330.1432147929362,2.5744122796517788,Pass,2.2872061398258894
1,195,who-wendy-book-1,1,314.09579572334934,2.236101456973991,Pass,2.2616537983999403
2,195,clothes-roulette-1,3,315.2341012306771,2.4168311151993995,Pass,2.3392424567996697
3,195,who-all-videoclip-1,4,312.7183430488194,2.3641455519254047,Pass,2.351694004362537
4,195,lab-wendy-shapes-1,2,314.74464331168497,2.7202517534299284,Pass,2.535972878896233
5,195,farm-poiki-video-2,1,317.2230168762766,2.5984438957466125,Pass,2.567208387321423
6,195,farm-poiki-video-1,4,311.89330452302784,2.8284470912389326,Pass,2.6978277392801777
7,195,farm-poiki-video-2,1,321.14549926175187,2.8104840482504776,Pass,2.7541558937653274
8,195,farm-poiki-video-1,1,321.356069552931,2.4493444304987686,Pass,2.6017501621320482
9,195,alphabet-kevin-tracing-1,1,330.2343352663561,2.967169150162064,Pass,2.784459656147056
0,196,farm-poiki-identification-1,1,333.3061565637769,1.2246828423694498,Pass,1.612341421184725
1,196,newbaby-poiki-hotspot-1,1,329.20275999629945,1.1235117672735377,Pass,1.3679265942291314
2,196,farm-poiki-simulation-1,2,322.1327239490739,0.9729011160090284,Pass,1.17041385511908
3,196,farm-kevin-hotspot-1,1,332.50305111238384,1.1623085578125876,Pass,1.1663612064658337
4,196,foods-poiki-hotspot-1,2,325.6748317848202,1.4970270702014004,Pass,1.3316941383336172
5,196,home-kevin-book-1,4,309.71783801867304,1.2474559559008433,Pass,1.2895750471172303
6,196,farm-poiki-video-2,1,322.9079318708948,1.0388167077194943,Pass,1.1641958774183623
7,196,seanimals-yasmin-hotspot-1,1,327.3655818584111,1.1967383016666049,Pass,1.1804670895424836
8,196,farm-poiki-book-1,2,322.5492619929856,1.6635753565765408,Pass,1.4220212230595122
9,196,birthday-wendy-simulation-1,3,317.9426481480575,1.3679294016031247,Pass,1.3949753123313184
0,197,farm-poiki-book-1,2,297.8339067991584,1.384807347792019,Pass,1.6924036738960095
1,197,who-wendy-book-2,2,301.82986216557833,1.3933789696633672,Pass,1.5428913217796882
2,197,who-wendy-book-2,2,287.9906169436913,1.4413926977947376,Pass,1.492142009787213
3,197,farm-poiki-identification-1,4,280.31387400140443,1.5768091691753994,Pass,1.534475589481306
4,197,farm-poiki-video-1,1,307.6376902501539,1.6819875386797278,Pass,1.608231564080517
5,197,farm-wendy-simulation-2,2,292.08146462663194,1.581588426000335,Pass,1.594909995040426
6,197,country-none-book-1,1,308.63407628861114,1.6488417145789156,Pass,1.6218758548096708
7,197,farm-poiki-video-2,2,283.54675559236483,1.527393443578478,Pass,1.5746346491940744
8,197,shopping-roulette-1,3,289.11049647321175,1.6055327646776774,Pass,1.590083706935876
9,197,feelings-memory-1,2,295.50667552006286,1.5272810946200126,Pass,1.5586824007779443
0,198,farm-poiki-video-2,2,345.2435163278962,2.5512270914672994,Pass,2.2756135457336497
1,198,farm-poiki-video-1,3,345.8680825186816,2.171354586770832,Pass,2.223484066252241
2,198,cooking-kevin-simulation-2,1,356.63872694189484,2.248180384227893,Pass,2.235832225240067
3,198,farm-poiki-video-2,2,350.1133820572635,2.31724360300244,Pass,2.2765379141212536
4,198,yho-yasmin-tracing-1,1,357.323946243487,2.424703294976837,Pass,2.350620604549045
5,198,lab-kevin-game-1,2,355.4058121628716,2.468654407212636,Pass,2.4096375058808404
6,198,farm-poiki-video-1,3,341.6487379742418,2.4840628285291344,Pass,2.446850167204987
7,198,lab-wendy-shapes-1,2,344.6850429543335,1.9842489005691417,Pass,2.2155495338870645
8,198,country-none-book-1,3,333.3551849196567,1.97135450784189,Pass,2.0934520208644773
9,198,shapes-poiki-sequence-1,4,344.8882021120042,2.0795056974039907,Pass,2.086478859134234
0,199,shapes-poiki-sequence-1,2,262.8907967776441,2.4976844173884922,Pass,2.248842208694246
1,199,cooking-kevin-simulation-2,1,268.24838884631504,2.745197443099528,Pass,2.4970198258968868
2,199,farm-poiki-video-1,1,265.44012027268826,2.3556076698124184,Pass,2.4263137478546524
3,199,yho-yasmin-tracing-1,3,265.30883395834564,2.686199515961317,Pass,2.556256631907985
4,199,lab-wendy-shapes-1,1,267.5524034684065,2.443318592293807,Pass,2.4997876121008957
5,199,country-none-book-1,4,259.1659520385827,2.6035224225881093,Pass,2.5516550173445025
6,199,farm-poiki-video-1,2,268.53623521218555,2.670817342020692,Pass,2.6112361796825976
7,199,country-wendy-videoclip-1,1,266.8369586908324,3.0942117033670384,Pass,2.8527239415248182
8,199,farm-poiki-video-2,2,260.60902034272596,2.6219491939815462,Pass,2.7373365677531822
9,199,lab-kevin-game-1,2,269.5603020993369,2.599243636571765,Pass,2.668290102162474
0,200,jungle-yasmin-puzzle-1,1,328.4616376221749,2.0217547044745197,Pass,2.0108773522372596
1,200,who-wendy-routine-2,1,322.59544724883307,2.3830398179919383,Pass,2.196958585114599
2,200,insects-roulette-1,2,328.52802352039095,2.4822132982431206,Pass,2.33958594167886
3,200,farm-poiki-video-2,4,310.9940410021648,2.0235070600274883,Pass,2.181546500853174
4,200,forestanimals-kevin-puzzle-1,2,319.1474942983993,2.3054106994595913,Pass,2.243478600156383
5,200,newbaby-poiki-hotspot-1,1,327.64501345357587,2.445877121763109,Pass,2.344677860959746
6,200,lab-wendy-puzzle-1,1,330.0086861133976,2.3254855024722305,Pass,2.3350816817159883
7,200,country-wendy-videoclip-1,4,307.7538466485208,1.856057501648078,Pass,2.0955695916820334
8,200,farm-kevin-hotspot-1,1,327.47000364702467,2.424870215144939,Pass,2.2602199034134864
9,200,birthday-wendy-simulation-1,4,306.3862557169095,2.131594182093723,Pass,2.1959070427536047
0,201,insects-roulette-1,2,280.1472959851454,2.2997591371301014,Pass,2.6498795685650505
1,201,shapes-poiki-sequence-1,1,276.7728783312918,2.3676505177002602,Pass,2.508765043132655
2,201,farm-poiki-video-1,2,276.95282245973925,2.930298655150493,Pass,2.719531849141574
3,201,country-none-book-1,1,291.4438028519368,2.659400272375273,Pass,2.6894660607584235
4,201,lab-wendy-shapes-1,2,269.23890478958646,2.606796419932405,Pass,2.648131240345414
5,201,country-none-book-4,2,270.76847620953987,2.311069571358332,Pass,2.479600405851873
6,201,country-none-book-4,1,276.4511071231369,2.757178422913256,Pass,2.6183894143825643
7,201,farm-poiki-video-2,3,261.11781014950134,2.9581472367068837,Pass,2.788268325544724
8,201,farm-poiki-video-1,1,283.73129552956976,2.833659930876128,Pass,2.810964128210426
9,201,lab-kevin-game-1,3,267.58553037256047,2.4451173926133865,Pass,2.6280407604119063
0,202,alphabet-kevin-tracing-1,1,287.2908452434431,0.4344563247865449,Pass,0.7172281623932725
1,202,beach-bingo-1,1,291.0902944500652,0.41534265431141526,Pass,0.5662854083523439
2,202,farm-poiki-video-1,3,280.69653702948796,0.7620066921196629,Pass,0.6641460502360034
3,202,who-wendy-book-1,1,286.2823809351013,0.72182617318874,Pass,0.6929861117123717
4,202,who-all-videoclip-1,1,282.55455357304777,0.9641111921186127,Pass,0.8285486519154922
5,202,lab-wendy-shapes-1,3,280.6507570235616,0.7963521795058149,Pass,0.8124504157106536
6,202,farm-poiki-video-2,3,283.8255775288417,0.5010414818919984,Pass,0.656745948801326
7,202,farm-poiki-video-1,4,277.5605336122937,0.5917416423433182,Pass,0.6242437955723221
8,202,alphabet-kevin-tracing-1,3,277.8137484703765,0.7016304087275369,Pass,0.6629371021499295
9,202,foodsl-roulette-1,1,283.7625607250251,0.42126876385161227,Pass,0.542102933000771
0,203,shapes-poiki-sequence-1,2,331.14441370307094,3.50523319338678,Pass,3.25261659669339
1,203,farm-poiki-video-1,1,329.7666192546298,3.063779070619212,Pass,3.158197833656301
2,203,farm-wendy-simulation-2,2,326.5576071022708,3.5506878740880876,Pass,3.354442853872194
3,203,farm-poiki-video-1,1,330.02629685295676,3.2968478076424357,Pass,3.3256453307573146
4,203,farm-poiki-video-2,2,325.5521721092404,3.1658895123921194,Pass,3.245767421574717
5,203,lab-wendy-shapes-1,2,324.10708490756406,2.82947238694518,Pass,3.0376199042599485
6,203,insects-roulette-1,3,316.4825145876909,3.2555112378495625,Pass,3.1465655710547553
7,203,lab-kevin-game-1,3,314.2842968435521,2.882679451640562,Pass,3.0146225113476586
8,203,country-yasmin-videoclip-1,3,317.16803496912206,3.2701212536284325,Pass,3.1423718824880456
9,203,alphabet-poiki-tracing-1,1,328.4278904393501,3.14130615373016,Pass,3.1418390181091027
0,204,farm-poiki-video-1,3,343.293268563039,0.41266656503710586,Pass,0.7063332825185529
1,204,alphabet-poiki-tracing-1,2,348.4278744214269,0.2812665890335838,Pass,0.49379993577606834
2,204,lab-wendy-shapes-1,2,353.29576115787546,0.2797855958708576,Pass,0.386792765823463
3,204,farm-poiki-video-2,4,341.1664218895314,0.6247837772674013,Pass,0.5057882715454322
4,204,farm-poiki-video-2,2,350.0724743863049,0.15821201921301156,Pass,0.33200014537922184
5,204,lab-kevin-game-1,2,347.5909626880216,0.5369081653307652,Pass,0.43445415535499354
6,204,shapes-poiki-sequence-1,4,344.2307931384139,0.3954570578151103,Pass,0.41495560658505193
7,204,farm-poiki-video-1,3,339.01748700236664,0.5538157935381858,Pass,0.48438570006161885
8,204,insects-roulette-1,3,343.38146814452284,0.28470366808836023,Pass,0.38454468407498954
9,204,farm-wendy-simulation-2,2,342.97036032218404,0.005089782117701225,Pass,0.19481723309634538
0,205,birthday-wendy-simulation-1,1,279.49768068843565,2.401212225104691,Pass,2.2006061125523457
1,205,foods-memory-1,2,267.1540361952613,2.0603191186551957,Pass,2.1304626156037707
2,205,lab-wendy-puzzle-1,2,269.79736946683,2.7881973648478486,Pass,2.4593299902258097
3,205,jungle-yasmin-puzzle-1,2,271.7266210549007,2.3931861226893085,Pass,2.4262580564575593
4,205,forestanimals-kevin-puzzle-1,2,271.174416085292,2.4242565812081,Pass,2.4252573188328297
5,205,who-wendy-routine-2,1,281.99792581992875,2.325737078040805,Pass,2.3754971984368174
6,205,newbaby-poiki-hotspot-1,1,280.16082278919134,2.749858046003457,Pass,2.5626776222201375
7,205,farm-kevin-hotspot-1,1,274.96467360069596,2.3018315078441036,Pass,2.4322545650321206
8,205,farm-poiki-video-2,3,261.19641273843774,2.6510934162390183,Pass,2.5416739906355694
9,205,foodsl-roulette-1,3,265.63722535552955,2.527295359207188,Pass,2.5344846749213787
0,206,jungle-yasmin-puzzle-1,2,296.8510000570164,0.3158446650005091,Pass,0.6579223325002546
1,206,foods-memory-1,2,292.5396996692314,0.702777473967394,Pass,0.6803499032338243
2,206,forestanimals-kevin-puzzle-1,1,302.70710955464625,0.5590920402109141,Pass,0.6197209717223692
3,206,who-wendy-routine-2,1,308.638382067201,0.562909576916258,Pass,0.5913152743193135
4,206,newbaby-poiki-hotspot-1,2,294.18545583177126,0.7692967008182126,Pass,0.680305987568763
5,206,lab-wendy-puzzle-1,3,281.09109362042886,0.25616829475530756,Pass,0.4682371411620353
6,206,farm-poiki-video-2,2,285.7204753716488,0.5760520095877937,Pass,0.5221445753749145
7,206,farm-kevin-hotspot-1,1,301.05138457845817,0.7951315690908266,Pass,0.6586380722328706
8,206,foodsl-roulette-1,1,299.0940580529382,0.4757835045894983,Pass,0.5672107884111844
9,206,birthday-wendy-simulation-1,1,300.73135079097113,0.4642611190557513,Pass,0.5157359537334678
0,207,newkinder-yasmin-hotspot-1,3,356.2636412951353,2.144000699996979,Pass,2.57200034999849
1,207,newbaby-poiki-hotspot-1,2,348.7366811837295,2.262504338839487,Pass,2.4172523444189884
2,207,mycountryanimals-yasmin-flashcards-1,3,348.77984742396785,2.136238927139754,Pass,2.2767456357793714
3,207,farm-poiki-video-2,2,348.7204712016058,1.9037385519048735,Pass,2.0902420938421225
4,207,country-none-book-2,3,346.9582147212865,2.464965876490569,Pass,2.277603985166346
5,207,jungle-yasmin-puzzle-1,4,338.84642499085396,2.697980611238004,Pass,2.4877922982021747
6,207,who-wendy-routine-2,4,342.40323857897414,2.4132402895354996,Pass,2.450516293868837
7,207,birthday-wendy-simulation-1,1,343.99386080635946,2.164468903204076,Pass,2.3074925985364567
8,207,lab-wendy-puzzle-1,3,341.55514559546924,2.518494796187394,Pass,2.4129936973619253
9,207,cooking-poiki-simulation-1,3,341.20930409538164,2.2502104174408712,Pass,2.3316020574013985
0,208,foodsl-roulette-1,1,268.8670416966282,1.59657886957451,Pass,1.2982894347872551
1,208,country-yasmin-videoclip-1,4,253.95984211476164,1.583485657338013,Pass,1.440887546062634
2,208,farm-poiki-video-1,2,259.81144322847274,1.9520293222334189,Pass,1.6964584341480264
3,208,who-yasmin-demovideo-1,2,257.47176222327147,1.8798341788930688,Pass,1.7881463065205476
4,208,shapes-poiki-sequence-1,2,264.2081205630358,1.7615981053651115,Pass,1.7748722059428297
5,208,lab-wendy-shapes-1,2,262.80976421952613,1.5201508890743205,Pass,1.647511547508575
6,208,lab-kevin-game-1,2,271.1332037015331,1.8036115199674168,Pass,1.725561533737996
7,208,cooking-yasmin-simulation-1,2,263.04269030452105,1.7308521201105862,Pass,1.728206826924291
8,208,farm-poiki-video-1,3,258.7829489753251,1.7024914574130396,Pass,1.7153491421686653
9,208,farm-poiki-video-2,3,256.8584542278766,1.8591400894381716,Pass,1.7872446158034183
0,209,farm-poiki-identification-1,3,310.39301530426934,1.4569113301347745,Pass,1.2284556650673872
1,209,feelings-memory-1,3,321.2999427470241,1.5648965227685498,Pass,1.3966760939179685
2,209,who-wendy-book-2,3,310.76434014366043,1.5957333683156392,Pass,1.4962047311168039
3,209,who-wendy-book-2,2,320.440522139115,1.339884755160949,Pass,1.4180447431388763
4,209,farm-poiki-video-1,3,313.83207393210347,1.6841971624572842,Pass,1.5511209527980803
5,209,shopping-roulette-1,3,327.9357100857598,1.326479543499341,Pass,1.4388002481487105
6,209,farm-poiki-book-1,2,318.9023128671519,1.3294362398024893,Pass,1.3841182439756
7,209,farm-wendy-simulation-2,3,318.9308481830401,1.6797135308948001,Pass,1.5319158874352001
8,209,farm-poiki-video-1,1,315.5192191477743,1.5011797144738637,Pass,1.516547800954532
9,209,farm-poiki-video-2,4,315.486174755829,1.300030476723639,Pass,1.4082891388390855
0,210,who-wendy-book-2,2,241.1735144956136,2.978988161584054,Pass,2.489494080792027
1,210,foods-memory-1,1,253.70871193308705,2.716149277035186,Pass,2.6028216789136067
2,210,cooking-kevin-simulation-2,1,243.98912968303097,2.7746195995062637,Pass,2.688720639209935
3,210,alphabet-kevin-tracing-1,2,244.11053618739842,2.970134610366058,Pass,2.8294276247879964
4,210,feelings-memory-1,1,257.85731337699525,2.493450665710894,Pass,2.661439145249445
5,210,farm-poiki-book-1,3,229.1317943341541,2.711656283348818,Pass,2.6865477142991314
6,210,farm-poiki-video-2,1,246.1787484030741,2.248149204220127,Pass,2.4673484592596293
7,210,farm-poiki-video-1,2,242.68597267269294,2.606581221095868,Pass,2.536964840177749
8,210,farm-poiki-video-1,1,247.67737010242723,2.8739395865388087,Pass,2.705452213358279
9,210,who-wendy-book-2,2,240.80171400153657,2.7088467357967163,Pass,2.7071494745774975
0,211,farm-poiki-video-1,1,278.1050117466654,3.707118790863646,Pass,3.353559395431823
1,211,foodsl-roulette-1,1,279.0015661411782,3.7152744347462137,Pass,3.534416915089018
2,211,alphabet-kevin-tracing-1,1,277.4865246925096,3.4613656720012314,Pass,3.4978912935451247
3,211,who-all-videoclip-1,1,275.9364992053163,3.425929953103692,Pass,3.4619106233244086
4,211,beach-bingo-1,2,270.3872878030147,3.546464754088926,Pass,3.504187688706667
5,211,alphabet-kevin-tracing-1,2,268.51866895317755,3.8381249817648104,Pass,3.6711563352357386
6,211,lab-wendy-shapes-1,3,266.9623145846232,3.5622794451397404,Pass,3.6167178901877395
7,211,who-wendy-book-1,2,269.0406390915886,3.3652302935780054,Pass,3.4909740918828724
8,211,farm-poiki-video-1,2,274.1013585710582,3.4718879285165563,Pass,3.4814310101997146
9,211,farm-poiki-video-2,3,254.63064323769117,3.7485878329774467,Pass,3.6150094215885806
0,212,country-yasmin-videoclip-1,2,271.0376292568596,2.6681558999039856,Pass,2.334077949951993
1,212,farm-poiki-video-2,2,261.9605707589069,2.7657531383943676,Pass,2.5499155441731802
2,212,country-wendy-videoclip-1,4,254.66611928357742,2.602829019315265,Pass,2.5763722817442227
3,212,farm-poiki-video-2,1,274.07101942401135,2.434379433904899,Pass,2.5053758578245606
4,212,farm-poiki-video-1,2,266.9810229361063,2.5116141037558326,Pass,2.5084949807901964
5,212,lab-kevin-game-1,4,255.75615250058368,2.616416028479304,Pass,2.56245550463475
6,212,country-wendy-videoclip-1,2,274.12182152169913,2.894313679089527,Pass,2.7283845918621386
7,212,farm-poiki-video-1,1,264.9115632301415,2.446049211068503,Pass,2.587216901465321
8,212,lab-wendy-shapes-1,4,255.90243380058226,2.8873653432641957,Pass,2.7372911223647582
9,212,shapes-poiki-sequence-1,2,262.4870334112543,2.9772255377562353,Pass,2.857258330060497
0,213,newkinder-yasmin-hotspot-1,3,317.77576641792064,2.2187092771368695,Pass,2.1093546385684347
1,213,country-none-book-2,2,325.600925800554,2.419980483042069,Pass,2.264667560805252
2,213,farm-poiki-video-2,2,320.77844722997423,2.1811017963849113,Pass,2.2228846785950815
3,213,who-wendy-routine-2,2,322.0026602199366,2.40644673411095,Pass,2.314665706353016
4,213,newbaby-poiki-hotspot-1,2,327.4749418729072,2.2007129324973067,Pass,2.257689319425161
5,213,birthday-wendy-simulation-1,4,315.181817428908,2.467212623881759,Pass,2.36245097165346
6,213,jungle-yasmin-puzzle-1,1,334.9852382869499,2.3149278073292154,Pass,2.3386893894913374
7,213,cooking-poiki-simulation-1,2,326.01531234939205,2.596132190710812,Pass,2.4674107901010744
8,213,lab-wendy-puzzle-1,1,325.8787070728697,2.337938068544462,Pass,2.402674429322768
9,213,home-kevin-book-1,3,322.8473369432717,2.2600740888317685,Pass,2.3313742590772684
0,214,foods-memory-1,3,279.1006037408416,1.7552826161767032,Pass,1.8776413080883516
1,214,who-wendy-book-2,3,282.9791222890412,1.5888443063890114,Pass,1.7332428072386814
2,214,feelings-memory-1,4,273.35204691389146,1.9788637539604492,Pass,1.8560532805995653
3,214,cooking-kevin-simulation-2,4,288.31707829056523,1.4036283224628008,Pass,1.629840801531183
4,214,who-wendy-book-2,3,284.9967025235729,1.5464745804341486,Pass,1.5881576909826658
5,214,farm-poiki-video-1,3,273.44835740475014,1.6669327019807998,Pass,1.6275451964817327
6,214,alphabet-kevin-tracing-1,3,282.0369169319673,1.4903435129643077,Pass,1.5589443547230202
7,214,farm-poiki-book-1,3,279.93632996024996,1.619772372801075,Pass,1.5893583637620476
8,214,farm-poiki-video-2,2,289.07271473202,1.5314963069564331,Pass,1.5604273353592404
9,214,country-none-book-1,3,277.6926403849945,1.4183483162639,Pass,1.48938782581157
0,215,who-wendy-book-1,3,312.1987566013978,1.2129154643292819,Pass,1.106457732164641
1,215,farm-poiki-videoclip-1,2,327.7745364795948,1.297177354328569,Pass,1.201817543246605
2,215,lab-kevin-game-1,1,325.411407303682,1.1100871479030778,Pass,1.1559523455748413
3,215,cooking-kevin-simulation-2,2,321.75743493158564,1.3251239727675266,Pass,1.240538159171184
4,215,farm-poiki-video-1,2,329.5888973850836,1.1733564383647062,Pass,1.206947298767945
5,215,lab-wendy-shapes-1,1,329.5420026021225,1.0441876339791971,Pass,1.125567466373571
6,215,shapes-poiki-sequence-1,3,319.2125157617678,1.2961827221570459,Pass,1.2108750942653086
7,215,farm-poiki-video-2,2,322.1168860113744,1.2549498418774965,Pass,1.2329124680714025
8,215,country-none-book-1,3,319.6834897636201,1.1308735797271854,Pass,1.181893023899294
9,215,yho-yasmin-tracing-1,2,325.726949794905,1.3046152117100998,Pass,1.243254117804697
0,216,country-none-book-2,1,261.50272377021264,0.6937342288094325,Pass,0.8468671144047162
1,216,lab-wendy-puzzle-1,2,244.38728329933087,0.844151126094743,Pass,0.8455091202497296
2,216,birthday-wendy-simulation-1,1,249.73417549149036,0.7481301984604223,Pass,0.7968196593550759
3,216,who-wendy-routine-2,1,260.79771460549404,0.6943040740359332,Pass,0.7455618666955046
4,216,farm-poiki-video-2,3,239.81322184711638,0.6935409768614479,Pass,0.7195514217784762
5,216,foodsl-roulette-1,2,247.46852576908105,0.7444835608702444,Pass,0.7320174913243602
6,216,country-yasmin-videoclip-1,1,245.92749068863438,0.5667789028397909,Pass,0.6493981970820756
7,216,newbaby-poiki-hotspot-1,1,249.26450182512073,1.0085724110205547,Pass,0.8289853040513151
8,216,foods-memory-1,1,252.86460919344333,0.7175270357414776,Pass,0.7732561698963963
9,216,jungle-yasmin-puzzle-1,2,253.21703925143476,0.74015295375145,Pass,0.7567045618239232
0,217,farm-poiki-video-2,1,311.8455689104185,2.2308665255384397,Pass,2.61543326276922
1,217,who-all-videoclip-1,2,301.85220164428455,2.478311442759633,Pass,2.5468723527644266
2,217,foodsl-roulette-1,2,299.9006055244929,2.5279784364870306,Pass,2.5374253946257284
3,217,who-wendy-book-1,2,295.0134339062736,2.475372355451549,Pass,2.506398875038639
4,217,lab-wendy-shapes-1,1,306.0897519747688,1.8637162103913065,Pass,2.1850575427149725
5,217,beach-bingo-1,1,312.39774143894374,2.239172594417183,Pass,2.212115068566078
6,217,farm-poiki-video-1,1,313.7938756745253,2.3698356034013965,Pass,2.2909753359837373
7,217,alphabet-kevin-tracing-1,2,299.7150473264258,2.1399749706171725,Pass,2.2154751533004546
8,217,farm-poiki-video-1,1,300.90710718056744,2.3402800094615617,Pass,2.2778775813810084
9,217,alphabet-kevin-tracing-1,1,297.5313549971732,2.355433904056495,Pass,2.3166557427187517
0,218,farm-poiki-video-1,2,309.1199426743514,0.19871971872339406,Pass,0.599359859361697
1,218,who-wendy-book-2,3,288.8571097341986,0.05445235657959169,Pass,0.32690610797064434
2,218,who-wendy-book-2,1,300.6412734960776,0.0007887287216996053,Pass,0.16384741834617197
3,218,farm-poiki-book-1,2,307.6788039089545,0.19548800972113506,Pass,0.1796677140336535
4,218,farm-wendy-simulation-2,1,313.12384775727554,0.08356137105565803,Pass,0.13161454254465577
5,218,farm-poiki-video-1,2,290.62940409656983,0.35048589304113253,Pass,0.24105021779289415
6,218,yho-yasmin-tracing-1,2,293.3386300008859,0.20739420584319346,Pass,0.2242222118180438
7,218,fruits-yasmin-flashcards-1,2,298.4339547611082,0.4680881179352947,Pass,0.34615516487666925
8,218,farm-poiki-video-2,2,301.0669586538407,0.20951842805896753,Pass,0.2778367964678184
9,218,feelings-memory-1,1,300.2252502429806,0.37519299138603035,Pass,0.32651489392692434
0,219,country-yasmin-videoclip-1,1,270.3612915969687,0.43990247088469775,Pass,0.7199512354423488
1,219,country-wendy-videoclip-1,1,264.4838308111156,0.3576327319248822,Pass,0.5387919836836155
2,219,farm-poiki-book-1,2,263.1283236129841,0.453535517021122,Pass,0.4961637503523687
3,219,who-wendy-book-2,1,272.03007486542344,0.9680355378655687,Pass,0.7320996441089687
4,219,farm-poiki-video-2,3,262.17672518384677,0.5252571430183514,Pass,0.62867839356366
5,219,country-yasmin-videoclip-1,4,259.5184156707274,1.2904100235475622,Pass,0.9595442085556111
6,219,feelings-memory-1,2,271.500584274928,0.7941067544296022,Pass,0.8768254814926066
7,219,farm-poiki-video-1,1,269.67976821725057,0.3084608716127053,Pass,0.592643176552656
8,219,who-wendy-book-2,3,265.14539350940464,1.074989863749414,Pass,0.833816520151035
9,219,country-wendy-videoclip-1,3,258.73779890495155,0.5184474519447652,Pass,0.6761319860479
0,220,farm-poiki-simulation-1,3,311.0889418168357,2.2457991860745117,Pass,2.622899593037256
1,220,farm-poiki-video-2,3,309.50716565676726,2.61054716718082,Pass,2.616723380109038
2,220,seanimals-yasmin-hotspot-1,3,311.0382475142531,2.8162253152395325,Pass,2.716474347674285
3,220,greetings-yasmin-video-1,1,315.783054982414,2.9854456841025625,Pass,2.8509600158884236
4,220,country-wendy-videoclip-1,2,321.4658041206815,2.370523086669696,Pass,2.6107415512790597
5,220,cooking-poiki-simulation-1,1,326.0246105745867,2.4079997319861306,Pass,2.509370641632595
6,220,newbaby-poiki-hotspot-1,3,322.8381566802222,2.4729263963577766,Pass,2.491148518995186
7,220,farm-poiki-book-1,2,318.95786116233825,2.7690137741200767,Pass,2.6300811465576315
8,220,foods-poiki-hotspot-1,3,315.2926879867687,2.4567416230436683,Pass,2.54341138480065
9,220,birthday-wendy-simulation-1,4,308.5071108775892,2.628874925247585,Pass,2.5861431550241174
0,221,farm-poiki-video-2,2,298.8849540188655,1.2087500126068431,Pass,1.6043750063034214
1,221,who-wendy-routine-2,1,321.94437751178907,1.1508216627024035,Pass,1.3775983345029124
2,221,jungle-yasmin-puzzle-1,1,301.49115087645936,1.2599758556239817,Pass,1.318787095063447
3,221,insects-roulette-1,1,302.2782585643548,1.5433334167665143,Pass,1.4310602559149808
4,221,lab-wendy-puzzle-1,2,297.6573932483268,1.063981365832086,Pass,1.2475208108735334
5,221,home-kevin-book-1,1,307.8611012579041,1.4415628712499824,Pass,1.344541841061758
6,221,birthday-wendy-simulation-1,2,298.536587782481,1.4689606482221802,Pass,1.4067512446419692
7,221,farm-wendy-hotspot-2,1,319.72444971888814,1.0334167429478063,Pass,1.2200839937948877
8,221,country-none-book-2,1,316.9868697240496,1.60306453279731,Pass,1.411574263296099
9,221,newbaby-poiki-hotspot-1,1,305.11458500355354,1.3831750077624163,Pass,1.3973746355292578
0,222,newbaby-poiki-hotspot-1,2,235.02433887470494,3.7851300499152605,Pass,3.39256502495763
1,222,farm-poiki-book-1,3,237.47825864630855,3.6106743844935334,Pass,3.5016197047255817
2,222,veggies-poiki-drawing-1,2,248.18501753806842,3.7041378982138125,Pass,3.6028788014696973
3,222,seanimals-yasmin-hotspot-1,1,253.56027900765355,4.187029313428359,Pass,3.894954057449028
